phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D003015	species	425941	Prevotella nanceiensis	Bacteria	7	0.00609925014285714	0.00596979	0.00362075656009304	
D003015	species	450367	[Brevibacterium] frigoritolerans	Bacteria	7	0.0115955257142857	0.0140403	0.00662232230150637	
D003015	species	470784	Halomonas sediminis	Bacteria	7	0.00957042614285714	0.00187737	0.0190552668185929	
D003015	species	477680	Filimonas lacunae	Bacteria	7	0.00523828571428571	0.0046955	0.00187675554319911	
D003015	species	478114	Actinoallomurus purpureus	Bacteria	7	0.00526957285714286	0.00572771	0.00320134510193613	
D003015	species	481743	Paenibacillus sp. Y412MC10	Bacteria	7	0.0227453728571429	0.00327225	0.0509484862391706	
D003015	species	490186	Algoriphagus aquatilis	Bacteria	7	0.000831818571428571	0.000530273	0.000805468141947455	
D003015	species	499229	Tepidanaerobacter acetatoxydans	Bacteria	7	0.00503124714285714	0.00479939	0.00196560391796613	
D003015	species	520085	Lactobacillus sp. KLDS 1.0718	Bacteria	7	2.04503794	0.0148527	5.12434775052792	
D003015	species	545890	Alicyclobacillus aeris	Bacteria	7	0.0165405757142857	0.00759221	0.0211401980345618	
D003015	species	546364	Amycolatopsis australiensis	Bacteria	7	0.0112906371428571	0.00303748	0.0140635027361426	
D003015	species	571256	Ochrobactrum pituitosum	Bacteria	7	0.00109088214285714	0.000692672	0.000766502206355474	
D003015	species	572010	Slackia isoflavoniconvertens	Bacteria	7	0.0868357971428571	0.0101408	0.14696086963418	
D003015	species	598660	Corynebacterium pyruviciproducens	Bacteria	7	0.00310632228571429	0.00297011	0.00296755047942944	
D003015	species	614212	Paraburkholderia oxyphila	Bacteria	7	0.00487133285714286	0.00502993	0.00115737086534833	
D003015	species	614671	Sphingosinicella vermicomposti	Bacteria	7	0.00280531657142857	0.00199525	0.00315499725390244	
D003015	species	644318	Cryptosporangium sp. YIM 75710	Bacteria	7	0.00823331428571429	0.00800192	0.00415638664519579	
D003015	species	931534	Lactobacillus senioris	Bacteria	7	0.00915657685714286	0.00345566	0.0109240359986009	
D003015	species	937251	Youngiibacter multivorans	Bacteria	7	0.00370817128571429	0.00286385	0.00332632542860811	
D003015	species	1071880	Sphingobacterium sp. CCBAU 10953	Bacteria	7	0.00516974	0.00506586	0.00179892410418932	
D003015	species	1113746	Bacillus sp. NBRC 101258	Bacteria	7	0.00671694714285714	0.00566604	0.00397148137819175	
D003015	species	1113824	Brevundimonas sp. NBRC 101767	Bacteria	7	0.00957704714285714	0.00594106	0.00787876982279534	
D003015	species	1120568	Pseudorhodobacter wandonensis	Bacteria	7	0.00794745842857143	0.0018134	0.0087784994599277	
D003015	species	1128023	Hymenobacter sp. I/74-Cor2	Bacteria	7	0.0101995395714286	0.00303688	0.0169005833161714	
D003015	species	1173024	Fischerella sp. PCC 9605	Bacteria	7	0.000857591714285714	0.000759221	0.00038512901311929	
D003015	species	1173025	Geitlerinema sp. PCC 7407	Bacteria	7	0.0101687078571429	0.00629069	0.00920450042973447	
D003015	species	1385389	Streptococcus sp. MR-1951	Bacteria	7	0.00314541514285714	0.00368243	0.00137046334803178	
D003015	species	1399115	Exiguobacterium sp. MH3	Bacteria	7	0.00325509728571429	0.002918	0.00252391317930819	
D003015	species	1453594	Sphingobacterium sp. YIM 101302	Bacteria	7	0.00356693	0.00145322	0.00430726101368205	
D003015	species	1472345	Basilea psittacipulmonis	Bacteria	7	0.0199545874285714	0.0260666	0.0183805795462695	
D003015	species	1793963	Bacillus nakamurai	Bacteria	7	0.0132465557142857	0.00638937	0.0202472868101481	
D003015	species	1870820	Paenibacillus sp. IHBB 9852	Bacteria	7	0.00250951542857143	0.0026255	0.00184299464150404	
D003015	species	35	Corallococcus macrosporus	Bacteria	6	0.0121443116666667	0.00577787	0.0141071933345884	
D003015	species	150	Spirochaeta isovalerica	Bacteria	6	0.00496270733333333	0.0038415135	0.00517541146474387	
D003015	species	152	Treponema stenostreptum	Bacteria	6	0.00357633166666667	0.00345702	0.00154078995548928	
D003015	species	203	Campylobacter rectus	Bacteria	6	0.00614805383333333	0.00326356	0.00830370699461748	
D003015	species	714	Aggregatibacter actinomycetemcomitans	Bacteria	6	0.00257705116666667	0.002405325	0.00150245777648098	
D003015	species	844	Wolinella succinogenes	Bacteria	6	0.0110858666666667	0.00573858	0.0147404575501314	
D003015	species	880	Desulfovibrio salexigens	Bacteria	6	0.00189959383333333	0.001505616	0.00166171645314361	
D003015	species	915	Nitrosomonas europaea	Bacteria	6	0.00220247816666667	0.002368915	0.00103995309212491	
D003015	species	990	Cytophaga xylanolytica	Bacteria	6	0.00669992	0.00402355	0.00584494728384782	
D003015	species	1004	Chitinophaga sancti	Bacteria	6	0.00831634	0.007038445	0.00552826333318159	
D003015	species	1229	Nitrosococcus oceani	Bacteria	6	0.00355813116666667	0.0016317405	0.00504627992937912	
D003015	species	1374	Planococcus kocurii	Bacteria	6	0.00654062333333333	0.005113115	0.00470308216409906	
D003015	species	1465	Brevibacillus laterosporus	Bacteria	6	0.00381538	0.0030947	0.0024366799847087	
D003015	species	1536	Hathewaya limosa	Bacteria	6	0.00440977333333333	0.00394519	0.00308955007302142	
D003015	species	1551	Clostridium aurantibutyricum	Bacteria	6	0.00284795666666667	0.002830405	0.000515147330563468	
D003015	species	1658	Actinomyces bovis	Bacteria	6	0.00300005916666667	0.0023845	0.00208239890588335	
D003015	species	1697	Corynebacterium ammoniagenes	Bacteria	6	0.00492120666666667	0.00409165	0.00277521429576648	
D003015	species	1766	Mycobacterium fortuitum	Bacteria	6	0.011417655	0.00706877	0.00972665065937037	
D003015	species	1771	Mycobacterium phlei	Bacteria	6	0.00594017666666667	0.004501385	0.00533270948516293	
D003015	species	1844	Nocardioides luteus	Bacteria	6	0.00480591166666667	0.004809515	0.000988892955752374	
D003015	species	1951	Streptomyces purpureus	Bacteria	6	0.00118008383333333	0.0006156845	0.00157254446469286	
D003015	species	1993	Actinomadura madurae	Bacteria	6	0.004625455	0.00352486	0.00223550183067471	
D003015	species	2002	Streptosporangium amethystogenes	Bacteria	6	0.0123578783333333	0.01417545	0.00695292310272569	
D003015	species	2127	Mycoplasma collis	Bacteria	6	0.0035586485	0.00141057	0.00610385199237058	
D003015	species	2743	Marinobacter hydrocarbonoclasticus	Bacteria	6	0.00298638633333333	0.002791095	0.00258765984022983	
D003015	species	28042	Saccharopolyspora rectivirgula	Bacteria	6	0.0061607615	0.004281675	0.00503718377346047	
D003015	species	28213	Sphingomonas parapaucimobilis	Bacteria	6	0.0732288913333333	0.0115909	0.150228699450358	
D003015	species	29364	[Clostridium] polysaccharolyticum	Bacteria	6	0.0056851485	0.00543471	0.00430202134716292	
D003015	species	29557	Mycoplasma gallinarum	Bacteria	6	0.001280515	0.001129694	0.00101070736866949	
D003015	species	33939	[Bacillus] thermocloacae	Bacteria	6	0.00649217	0.005568395	0.0030271791427532	
D003015	species	33998	Acidocella aminolytica	Bacteria	6	0.0149199116666667	0.00577787	0.0191724637060013	
D003015	species	34103	Sphaerotilus natans	Bacteria	6	0.00760794333333333	0.00599117	0.00380140135350461	
D003015	species	37925	Thermocrispum agreste	Bacteria	6	0.00487933316666667	0.00292667	0.00446279675514045	
D003015	species	39487	Atopobium fossor	Bacteria	6	0.00344702933333333	0.003302605	0.00260071593088008	
D003015	species	45655	Desulfonema magnum	Bacteria	6	0.00348469683333333	0.0029726	0.00196266292466031	
D003015	species	45663	Desulfohalobium retbaense	Bacteria	6	0.00466399116666667	0.00478964	0.00283148508917497	
D003015	species	46429	Sphingobium chlorophenolicum	Bacteria	6	0.0541263056666667	0.005029405	0.12321512919578	
D003015	species	48935	Novosphingobium aromaticivorans	Bacteria	6	0.0105443955	0.00781345	0.00987399116285454	
D003015	species	51101	Brevibacillus agri	Bacteria	6	0.0147556018333333	0.004214815	0.0273223071026695	
D003015	species	51229	Wigglesworthia glossinidia	Bacteria	6	0.00418025266666667	0.002791095	0.0053337757103042	
D003015	species	52131	Rhizobium hainanense	Bacteria	6	0.00115072066666667	0.000829477	0.000858875206561388	
D003015	species	53458	Janibacter limosus	Bacteria	6	0.00587540833333333	0.00519169	0.00323558518840977	
D003015	species	55085	Streptococcus thoraltensis	Bacteria	6	0.00104439	0.000720264	0.000691650741954637	
D003015	species	58344	Streptomyces celluloflavus	Bacteria	6	0.00605261833333333	0.00582739	0.00145496024420486	
D003015	species	63658	Thiomicrospira kuenenii	Bacteria	6	0.00158818633333333	0.001531095	0.000782124586377814	
D003015	species	67373	Streptomyces varsoviensis	Bacteria	6	0.00144423633333333	0.0007163375	0.00149186024133773	
D003015	species	68569	Sphingomonas leidyi	Bacteria	6	0.00641444833333333	0.006034265	0.00263942230972928	
D003015	species	69373	Curtobacterium pusillum	Bacteria	6	0.00545888833333333	0.00425892	0.00404714689155418	
D003015	species	70856	Aeromonas popoffii	Bacteria	6	0.00585476983333333	0.00378129	0.0056578417692357	
D003015	species	70996	Herpetosiphon geysericola	Bacteria	6	0.01090935	0.01206855	0.00612529969425497	
D003015	species	74316	Brevundimonas aurantiaca	Bacteria	6	0.0056860595	0.003033623	0.00663082509233081	
D003015	species	75658	Campylobacter lanienae	Bacteria	6	0.000489883	0.000499971	0.000180776426354766	
D003015	species	75985	Mannheimia haemolytica	Bacteria	6	0.00408867316666667	0.003389205	0.00309491283003192	
D003015	species	76007	Desulfovibrio senezii	Bacteria	6	0.00173872916666667	0.001466905	0.00126744992995012	
D003015	species	79879	[Bacillus] clarkii	Bacteria	6	0.00779131483333333	0.00554013	0.00677378844111684	
D003015	species	81475	Frateuria aurantia	Bacteria	6	0.005159279	0.00339946	0.00563832613427904	
D003015	species	83341	Gordonia rhizosphera	Bacteria	6	0.00660833833333333	0.005282275	0.00493235198807797	
D003015	species	83656	Streptomyces tsukubensis	Bacteria	6	0.004852055	0.003513835	0.00337403939390606	
D003015	species	83771	Succinivibrio dextrinosolvens	Bacteria	6	0.00766603933333333	0.00748256	0.006000102150284	
D003015	species	83816	Methanobrevibacter ruminantium	Archaea	6	0.02151378	0.01230639	0.0243010969126943	
D003015	species	89524	Rubrimonas cliftonensis	Bacteria	6	0.0044775	0.004022455	0.00136782211561299	
D003015	species	89967	Hymenobacter roseosalivarius	Bacteria	6	0.00589851583333333	0.005397625	0.00418955174739305	
D003015	species	90736	Moritella marina	Bacteria	6	0.00366560733333333	0.002266865	0.00443122603079765	
D003015	species	90742	Paracoccus sp. MBIC4017	Bacteria	6	0.00931177833333333	0.005265935	0.0105343480249276	
D003015	species	93221	Pandoraea pulmonicola	Bacteria	6	0.00403951833333333	0.00461044	0.00144460105981432	
D003015	species	94624	Bordetella petrii	Bacteria	6	0.004007305	0.00434943	0.000913734602141125	
D003015	species	99286	Flavobacterium frigidarium	Bacteria	6	0.00847447	0.00561652	0.00981039881059685	
D003015	species	101070	Rummeliibacillus pycnus	Bacteria	6	0.00266771283333333	0.00286862	0.0010607070916498	
D003015	species	103731	Saccharothrix espanaensis	Bacteria	6	0.01051911	0.00987122	0.00564365063163906	
D003015	species	105420	Streptacidiphilus neutrinimicus	Bacteria	6	0.00938183	0.006340865	0.00602706829120095	
D003015	species	117207	Sphingopyxis alaskensis	Bacteria	6	0.144619891666667	0.002337655	0.349085504648749	
D003015	species	118246	Ureibacillus terrenus	Bacteria	6	0.005802005	0.005099065	0.00376713122114295	
D003015	species	140626	Lachnobacterium bovis	Bacteria	6	0.00290356983333333	0.000741714	0.00431146782952337	
D003015	species	148604	Lactobacillus ingluviei	Bacteria	6	0.00306637166666667	0.00347427	0.00218100955528083	
D003015	species	153493	Conchiformibius steedae	Bacteria	6	0.0311726616666667	0.0145692	0.0395941713492117	
D003015	species	163665	Dysgonomonas mossii	Bacteria	6	0.0271103433333333	0.004020265	0.050516813116325	
D003015	species	165096	Weissella koreensis	Bacteria	6	0.010089819	0.00357682	0.0140116760102719	
D003015	species	171399	Paenibacillus sp. DSM 6358	Bacteria	6	0.00449274333333333	0.004087815	0.00429949641075895	
D003015	species	171401	Paenibacillus agarexedens	Bacteria	6	0.00344468666666667	0.00356343	0.00208795734038478	
D003015	species	171403	Paenibacillus sp. DSM 34	Bacteria	6	0.008618345	0.007420645	0.00425503165840044	
D003015	species	178774	Bacillus luciferensis	Bacteria	6	0.00749298	0.007217835	0.00465758155527952	
D003015	species	182210	Desulfovibrio aespoeensis	Bacteria	6	0.00273229383333333	0.002115045	0.00187098272135265	
D003015	species	189426	Paenibacillus odorifer	Bacteria	6	0.0765811021666667	0.00198299	0.179175293912111	
D003015	species	208085	Saccharomonospora paurometabolica	Bacteria	6	0.00357335283333333	0.00290499	0.00321982953017817	
D003015	species	210512	Sandarakinorhabdus limnophila	Bacteria	6	0.00568878816666667	0.003523515	0.00493527510774548	
D003015	species	215591	Treponema caldarium	Bacteria	6	0.00213209	0.001083367	0.00198902095349677	
D003015	species	216940	Spiroplasma lampyridicola	Bacteria	6	0.00722546	0.006844355	0.00510821060408045	
D003015	species	218205	Garciella nitratireducens	Bacteria	6	0.00676940616666667	0.006741175	0.00413148451160889	
D003015	species	223967	Methylobacterium populi	Bacteria	6	0.00466723933333333	0.00420524	0.00355947111155838	
D003015	species	229545	Aster yellows witches'-broom phytoplasma	Bacteria	6	0.00337679266666667	0.002753045	0.00283015471653574	
D003015	species	232721	Acidovorax sp. JS42	Bacteria	6	0.00769181583333333	0.00464927	0.0093073445490031	
D003015	species	241425	Crinalium epipsammum	Bacteria	6	0.00332568716666667	0.001393406	0.0039959538191596	
D003015	species	251535	Candidatus Blochmannia vafer	Bacteria	6	0.0390828571666667	0.02323035	0.0426699277410989	
D003015	species	273677	Microbacterium oleivorans	Bacteria	6	0.00423143816666667	0.003764415	0.00386693002860462	
D003015	species	306546	Marinimicrobium agarilyticum	Bacteria	6	0.0070472515	0.00491279	0.0062081642352017	
D003015	species	310783	Deinococcus deserti	Bacteria	6	0.0049430355	0.0025887355	0.00673573196017463	
D003015	species	313985	Geobacter lovleyi	Bacteria	6	0.0027233025	0.002138283	0.00266220237119313	
D003015	species	314282	Psychromonas sp. CNPT3	Bacteria	6	0.00243087133333333	0.00163846	0.00159171424625737	
D003015	species	333367	[Clostridium] asparagiforme	Bacteria	6	0.0980966666666667	0.09605	0.0430930832810402	
D003015	species	334543	Psychrobacter arcticus	Bacteria	6	0.00621975	0.00408625	0.00462706256234774	
D003015	species	343517	Paenibacillus barengoltzii	Bacteria	6	0.00319546966666667	0.0017040635	0.00376104160265907	
D003015	species	362648	Microbacterium sp. IFO 15709	Bacteria	6	0.00577964383333333	0.00255916	0.00851885946955648	
D003015	species	367299	Phycicoccus jejuensis	Bacteria	6	0.00732144333333333	0.004531775	0.00796052924702539	
D003015	species	375749	Synergistes sp. RMA 16290	Bacteria	6	0.00585351333333333	0.004168	0.004264500919459	
D003015	species	379900	Niabella aurantiaca	Bacteria	6	0.003737775	0.00355074	0.00191950318226097	
D003015	species	392014	Alicyclobacillus shizuokensis	Bacteria	6	0.0132023398333333	0.005460005	0.0218306305003171	
D003015	species	396812	Fulvivirga kasyanovii	Bacteria	6	0.00169394433333333	0.0011185185	0.00178865272595422	
D003015	species	407975	Prevotella pleuritidis	Bacteria	6	0.00233956666666667	0.0015012345	0.00242264323219823	
D003015	species	439703	Prevotella maculosa	Bacteria	6	0.005037525	0.00496117	0.00197603327277402	
D003015	species	446787	Actinopolymorpha rutila	Bacteria	6	0.0037963	0.003498895	0.00149125250552681	
D003015	species	450801	Amycolatopsis pigmentata	Bacteria	6	0.0108312533333333	0.009848045	0.00540495885584217	
D003015	species	465820	Curtobacterium oceanosedimentum	Bacteria	6	0.00484531	0.004375275	0.00305708753730082	
D003015	species	519050	Lactobacillus sucicola	Bacteria	6	0.00665795966666667	0.004383085	0.00612631821068157	
D003015	species	551546	Rhodoplanes pokkaliisoli	Bacteria	6	0.00831332666666667	0.007347455	0.0032317112762601	
D003015	species	568898	Roseomonas aestuarii	Bacteria	6	0.00589821716666667	0.005113115	0.00457358341373284	
D003015	species	574650	Micrococcus terreus	Bacteria	6	0.00154392183333333	0.000975089	0.00127323134819253	
D003015	species	595693	Naxibacter sp. BUZ1	Bacteria	6	0.0119006226666667	0.0046019	0.0141885782414925	
D003015	species	600645	Aeromonas piscicola	Bacteria	6	0.00438961033333333	0.002843955	0.00496952931721714	
D003015	species	637971	Lactobacillus koreensis	Bacteria	6	0.0693246016666667	0.01173315	0.1455107195488	
D003015	species	642496	Streptomyces sp. DSM 40239	Bacteria	6	0.00912543333333333	0.00591612	0.00634883094560146	
D003015	species	658087	Lachnospiraceae bacterium 7_1_58FAA	Bacteria	6	0.102871666666667	0.07599	0.0829953934665453	
D003015	species	693075	Caldisericum exile	Bacteria	6	0.00152730766666667	0.0009657275	0.0010799663982074	
D003015	species	742013	Delftia sp. Cs1-4	Bacteria	6	0.0122493098333333	0.004115305	0.0211628870175986	
D003015	species	754476	Methylophaga nitratireducenticrescens	Bacteria	6	0.00283225133333333	0.003250355	0.00127869780945252	
D003015	species	907224	Peptoniphilus methioninivorax	Bacteria	6	0.00477953333333333	0.00344492	0.00363398728541896	
D003015	species	938405	Belnapia rosea	Bacteria	6	0.0125307433333333	0.00969087	0.00943665445860484	
D003015	species	990268	Vibrio maritimus	Bacteria	6	0.00393008283333333	0.003057005	0.00334349191637727	
D003015	species	1027273	Endozoicomonas montiporae	Bacteria	6	0.0127795668333333	0.00392622	0.016503209921753	
D003015	species	1041504	Candidatus Arthromitus sp. SFB-rat-Yit	Bacteria	6	0.005351362	0.00337789	0.00644802966339765	
D003015	species	1079994	Leucobacter chromiiresistens	Bacteria	6	0.00131047083333333	0.0010744945	0.00112446668196233	
D003015	species	1113609	Sphingobacterium sp. NBRC 13496	Bacteria	6	0.0222256383333333	0.0116102	0.0249861417925861	
D003015	species	1113614	Paenibacillus sp. NBRC 13630	Bacteria	6	0.00500293833333333	0.003949565	0.00305712475905984	
D003015	species	1113655	Psychrobacter sp. NBRC 15736	Bacteria	6	0.0032640565	0.00287407	0.0024474587312438	
D003015	species	1146890	Paenibacillus sp. YIM 110206	Bacteria	6	0.00304381916666667	0.0030046	0.00180306470527937	
D003015	species	1164945	Enteractinococcus sp. YIM 100602	Bacteria	6	0.00475952516666667	0.00289406	0.00461949631229944	
D003015	species	1167604	Streptomyces catbensis	Bacteria	6	0.00769999666666667	0.00524183	0.00616899246482816	
D003015	species	1168035	Tangfeifania diversioriginum	Bacteria	6	0.00441103333333333	0.00314856	0.00381655534399629	
D003015	species	1169913	Vulcaniibacterium thermophilum	Bacteria	6	0.0045659	0.00451227	0.00146393110138421	
D003015	species	1173032	Chamaesiphon minutus	Bacteria	6	0.00731522166666667	0.002746285	0.0104989246800316	
D003015	species	1249552	Pseudohongiella spirulinae	Bacteria	6	0.00622063733333333	0.00485502	0.0053461666985019	
D003015	species	1291540	Candidatus Methanomethylophilus alvus	Archaea	6	0.00112178716666667	0.000857422	0.000794409376605391	
D003015	species	1488214	Brenneria sp. IHBB 6841	Bacteria	6	0.182159448833333	0.001561506	0.328843334251818	
D003015	species	1671680	Rathayibacter tanaceti	Bacteria	6	0.00542944	0.004773575	0.00393649138515506	
D003015	species	151	Spirochaeta litoralis	Bacteria	5	0.0014752466	0.000726612	0.00129438548779017	
D003015	species	158	Treponema denticola	Bacteria	5	0.0022117816	0.00167932	0.002092885127016	
D003015	species	198	Campylobacter hyointestinalis	Bacteria	5	0.001755008	0.000948686	0.00211624023870779	
D003015	species	300	Pseudomonas mendocina	Bacteria	5	0.001546105	0.000798799	0.0014202973592822	
D003015	species	354	Azotobacter vinelandii	Bacteria	5	0.0059512038	0.00434443	0.00517313741754433	
D003015	species	405	Methylobacillus flagellatus	Bacteria	5	0.009359196	0.00651339	0.00615391669303623	
D003015	species	451	Tatlockia micdadei	Bacteria	5	0.0118010548	0.00367999	0.0170850564816545	
D003015	species	486	Neisseria lactamica	Bacteria	5	0.003539586	0.00327225	0.0020148194083416	
D003015	species	826	Sebaldella termitidis	Bacteria	5	0.0585317764	0.00399399	0.0888809610577325	
D003015	species	927	Halothiobacillus neapolitanus	Bacteria	5	0.0040092978	0.00471698	0.00195123801403601	
D003015	species	983	Flavobacterium flevense	Bacteria	5	0.0072312132	0.00669299	0.00661369085442321	
D003015	species	998	Flexibacter flexilis	Bacteria	5	0.005958226	0.00590737	0.00260619171788646	
D003015	species	1017	Capnocytophaga gingivalis	Bacteria	5	0.0045605814	0.000948686	0.00817696263955986	
D003015	species	1026	Marinoscillum furvescens	Bacteria	5	0.002437651	0.000942014	0.00319544223553892	
D003015	species	1054	Ectothiorhodospira shaposhnikovii	Bacteria	5	0.0035374538	0.00367999	0.00245284180077358	
D003015	species	1063	Rhodobacter sphaeroides	Bacteria	5	0.005275262	0.00299787	0.00446121204401001	
D003015	species	1094	Chlorobium phaeovibrioides	Bacteria	5	0.0056427072	0.00430422	0.00538013199047562	
D003015	species	1096	Chlorobium phaeobacteroides	Bacteria	5	0.0008993998	0.000759221	0.000424646579172846	
D003015	species	1273	Micrococcus lylae	Bacteria	5	0.0009673406	0.000798799	0.000410445406987702	
D003015	species	1459	Sporosarcina globispora	Bacteria	5	0.0053190384	0.00317803	0.00636936593671166	
D003015	species	1509	Clostridium sporogenes	Bacteria	5	0.003955696	0.00309741	0.00244048908186044	
D003015	species	1542	Clostridium novyi	Bacteria	5	0.0020948866	0.00293505	0.00176567657241263	
D003015	species	1824	Nocardia asteroides	Bacteria	5	0.008119148	0.00425913	0.00976509968310462	
D003015	species	1838	Saccharopolyspora hordei	Bacteria	5	0.0033153836	0.000591426	0.00479846414341936	
D003015	species	1956	Streptomyces diastaticus	Bacteria	5	0.0008480112	0.000759221	0.000464464170954768	
D003015	species	2014	Nocardiopsis dassonvillei	Bacteria	5	0.006916012	0.00653951	0.00271857115836978	
D003015	species	2024	Thermoactinomyces intermedius	Bacteria	5	0.003229736	0.00297053	0.00109814898888084	
D003015	species	2061	Tsukamurella paurometabola	Bacteria	5	0.0020459312	0.000726612	0.00263970753061219	
D003015	species	2078	Sporolactobacillus inulinus	Bacteria	5	0.00527749	0.00419094	0.00271598654889894	
D003015	species	2150	Acholeplasma modicum	Bacteria	5	0.0039993564	0.00434443	0.00247724792827339	
D003015	species	28158	Bisgaard Taxon 3	Bacteria	5	0.001903818	0.0020602	0.000515562367779108	
D003015	species	28199	Arcobacter nitrofigilis	Bacteria	5	0.0042371884	0.0015976	0.00701314688173838	
D003015	species	28214	Sphingomonas sp.	Bacteria	5	0.038148088	0.00676956	0.0684724087571116	
D003015	species	29341	Clostridium argentinense	Bacteria	5	0.004989494	0.00345566	0.00317116597755147	
D003015	species	29361	Tyzzerella nexilis	Bacteria	5	4.91978	1.34077	7.38753754820576	
D003015	species	29376	Desulfotomaculum thermobenzoicum	Bacteria	5	0.0010516206	0.000726612	0.000937355741037948	
D003015	species	29510	Turneriella parva	Bacteria	5	0.00907282	0.0113321	0.00528893667015876	
D003015	species	32013	Comamonas terrigena	Bacteria	5	0.025594942	0.00878928	0.0382449229975368	
D003015	species	35754	Dactylosporangium aurantiacum	Bacteria	5	0.0012556602	0.000940433	0.00124647122699872	
D003015	species	35756	Corynebacterium pilosum	Bacteria	5	0.0014585906	0.000798799	0.00132827346605897	
D003015	species	35818	Helicobacter pullorum	Bacteria	5	0.0016906124	0.000939338	0.00154431737611114	
D003015	species	36808	Corynebacterium bovis	Bacteria	5	0.014682174	0.00468011	0.0152861858989147	
D003015	species	37658	[Clostridium] populeti	Bacteria	5	0.0013472542	0.00130102	0.000775356382303776	
D003015	species	38875	Bacillus oleronius	Bacteria	5	0.012227534	0.00983332	0.00967611292627261	
D003015	species	39595	Microlunatus sp.	Bacteria	5	0.005106752	0.00292056	0.00464705604113723	
D003015	species	44674	Sulfurospirillum barnesii	Bacteria	5	0.0027775536	0.00297053	0.00176365918593554	
D003015	species	45070	Legionella nautarum	Bacteria	5	0.010873318	0.00914662	0.00821447095328239	
D003015	species	45242	Capnocytophaga granulosa	Bacteria	5	0.007079422	0.00283648	0.0076775473458729	
D003015	species	45465	Vogesella indigofera	Bacteria	5	0.00883491	0.00468011	0.0070639911524258	
D003015	species	47886	Pseudomonas luteola	Bacteria	5	0.01357039	0.00777061	0.00982071068967771	
D003015	species	49186	Marinobacterium stanieri	Bacteria	5	0.0010011652	0.000469669	0.00133612133307971	
D003015	species	49338	Desulfitobacterium hafniense	Bacteria	5	0.00251921	0.0015976	0.00140294216518358	
D003015	species	52768	Actinomyces georgiae	Bacteria	5	0.0030645484	0.00217984	0.0028346785179076	
D003015	species	52786	Anaerofilum agile	Bacteria	5	0.004863904	0.00285706	0.00420472134172171	
D003015	species	53409	Pseudomonas coronafaciens	Bacteria	5	0.0100586864	0.00457331	0.0135520119126776	
D003015	species	53418	Treponema lecithinolyticum	Bacteria	5	0.0024900174	0.000724207	0.00338619988582124	
D003015	species	53419	Treponema socranskii	Bacteria	5	0.0008385438	0.000724207	0.000207246838538493	
D003015	species	53431	Nocardia salmonicida	Bacteria	5	0.0015128042	0.000726612	0.00165850117212024	
D003015	species	53463	Paracoccus solventivorans	Bacteria	5	0.0043859576	0.0024947	0.00513385686736573	
D003015	species	57480	Microvirgula aerodenitrificans	Bacteria	5	0.21174934	0.0473934	0.287664057694635	
D003015	species	59733	Chryseobacterium scophthalmum	Bacteria	5	0.0072897052	0.00598874	0.00556353564921761	
D003015	species	60519	Lactobacillus graminis	Bacteria	5	0.008406996	0.00235294	0.012130283532108	
D003015	species	60920	Sanguibacter keddieii	Bacteria	5	0.01012035	0.011134	0.00457046755789821	
D003015	species	65058	Corynebacterium ulcerans	Bacteria	5	0.0055038996	0.00375488	0.0046276305133838	
D003015	species	65657	Hydrogenophaga flava	Bacteria	5	0.0016571732	0.000724207	0.00223199513394355	
D003015	species	69974	Mesorhizobium plurifarium	Bacteria	5	0.0095716218	0.00407415	0.0146108045974077	
D003015	species	71667	Waddlia chondrophila	Bacteria	5	0.0020681924	0.00167932	0.00194365391663043	
D003015	species	74318	Maricaulis maris	Bacteria	5	0.0023833806	0.00199912	0.00248496676237245	
D003015	species	76123	Prevotella enoeca	Bacteria	5	0.0137482178	0.00502689	0.0219776975583145	
D003015	species	76489	Clostridium acetireducens	Bacteria	5	0.004161156	0.00446449	0.00171436123443398	
D003015	species	76862	Cellulomonas iranensis	Bacteria	5	0.00483121	0.00491666	0.00136848409298391	
D003015	species	76891	Asticcacaulis biprosthecium	Bacteria	5	0.004363374	0.00412899	0.00150723569815076	
D003015	species	76980	Ahrensia kielensis	Bacteria	5	0.00793316	0.00502993	0.00906375277834187	
D003015	species	77007	Thiorhodovibrio winogradskyi	Bacteria	5	0.0028766282	0.00368514	0.00219993033788963	
D003015	species	77585	Craurococcus roseus	Bacteria	5	0.009138134	0.00650153	0.00844643722922452	
D003015	species	78587	Asticcacaulis excentricus	Bacteria	5	0.005599948	0.00468011	0.00369842616890212	
D003015	species	81408	Geobacillus caldoxylosilyticus	Bacteria	5	0.0021644832	0.00120832	0.00176544876281958	
D003015	species	82801	Desemzia incerta	Bacteria	5	0.005874658	0.00468011	0.00422574174469643	
D003015	species	83554	Chlamydia psittaci	Bacteria	5	0.007600652	0.00669299	0.00571642386382168	
D003015	species	83617	Stenotrophomonas nitritireducens	Bacteria	5	0.010633202	0.00568666	0.0135262753871426	
D003015	species	83767	Propionivibrio dicarboxylicus	Bacteria	5	0.003835668	0.00407415	0.000875249780645502	
D003015	species	84110	Slackia heliotrinireducens	Bacteria	5	0.004141408	0.002918	0.00249332263968585	
D003015	species	84980	Desulfotalea psychrophila	Bacteria	5	0.000729111	0.000201387	0.000933190039127883	
